beta0	A1	B1
0.135662558232434	0.135662558232434	0.135662558232434
0.220443695248105	0.220443695248105	0.220443695248105
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.391677818167955	-0.391677818167955	-0.391677818167955
0	0	0
-0.135352256754413	-0.135352256754413	-0.135352256754413
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.356039900775068	0.356039900775068	0.356039900775068
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.379534129216336	0.379534129216336	0.379534129216336
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.286898524616845	0.286898524616845	0.286898524616845
0	0	0
0	0	0
-0.227955260220915	-0.227955260220915	-0.227955260220915
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.147016563429497	-0.147016563429497	-0.147016563429497
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.320816513686441	-0.320816513686441	-0.320816513686441
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.286222218815237	-0.286222218815237	-0.286222218815237
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.115792568190955	0.115792568190955	0.115792568190955
-0.240302882832475	-0.240302882832475	-0.240302882832475
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.266574856522493	0.266574856522493	0.266574856522493
0	0	0
0	0	0
0	0	0
0	0	0
-0.346806084644049	-0.346806084644049	-0.110396915883757
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.306010537268594	-0.306010537268594	-0.306010537268594
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.295914502907544	0.295914502907544	0.295914502907544
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.341547620366327	0.341547620366327	0.341547620366327
0	0	0
0	0	0
0	0	0
0.312684019701555	0.312684019701555	0.312684019701555
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.164991431985982	0.164991431985982	0.164991431985982
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.395326975965872	-0.395326975965872	-0.395326975965872
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.318288026051596	0.16786849576747	0.0696114165475592
0	0	0
0	0	0
0	0	0
0.166659597516991	0.166659597516991	0.166659597516991
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.229855867032893	0.229855867032893	0.229855867032893
0	0	0
0	0	0
0	0	0
-0.125168423634022	-0.125168423634022	-0.125168423634022
0	0	0
0	0	0
0	0	0
0.339374779048376	0.339374779048376	0.339374779048376
0	0	0
0	0	0
0	0	0
-0.20076590902172	-0.20076590902172	-0.20076590902172
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	-0.236007713712752
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.217092075035907	-0.217092075035907	-0.217092075035907
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.259116025664844	-0.259116025664844	-0.259116025664844
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.191933386353776	-0.191933386353776	-0.191933386353776
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.122349891276099	-0.122349891276099	-0.310550767113455
-0.1337051700335	-0.1337051700335	-0.1337051700335
0	0	0
0.256550797424279	0.256550797424279	0.256550797424279
0	0	0
0	0	0
0	0	0
0.281373187457211	0.281373187457211	0.281373187457211
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.299347069603391	-0.299347069603391	-0.299347069603391
0	0	0
0	0	0
0	0	0
-0.226283998135477	-0.226283998135477	-0.226283998135477
0	0	0
0	0	0
0	0.148163790634135	0.242783045000397
0	0	0
0	0	0
0	0	0
0	0	0
-0.101991195208393	-0.101991195208393	-0.101991195208393
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.250856957538053	-0.250856957538053	-0.250856957538053
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.122549677779898	-0.122549677779898	-0.122549677779898
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.292727674124762	-0.292727674124762	-0.292727674124762
0	0	0
0	0	0
0	0	0
0	0	0
0.296524277282879	0.296524277282879	0.296524277282879
0	0	0
0	0	0
0	0	0
0	0	0
-0.303679635887966	-0.303679635887966	-0.303679635887966
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.166725124791265	0.166725124791265	0.166725124791265
0	0	0
0	0	0
0	0	0
0.355521700228564	0.355521700228564	0.355521700228564
0	0	0
0	0	0
0	0	0
-0.259054535394534	-0.259054535394534	-0.259054535394534
0	0	0
0.336482257745229	0.336482257745229	0.336482257745229
0	0	0
0	0	0
0.24487475650385	0.383696882158984	0.466279972530901
0	0	0
0	0	0
0	-0.167066067707492	-0.178448890359141
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.174908936838619	0.174908936838619	0.174908936838619
0	0	0
0.192209769482724	0.192209769482724	0.192209769482724
0	0	0
0	0	0
0	0	0
-0.114112954726443	-0.114112954726443	-0.114112954726443
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.291273958119564	-0.291273958119564	-0.291273958119564
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.189559477218427	0.189559477218427	0.189559477218427
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.126990753388964	-0.126990753388964	-0.126990753388964
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.135184068628587	0.135184068628587	0.135184068628587
0	-0.123166103154654	-0.206694374606013
0	0	0
0	0	0
0	0	0
0	0	0
-0.111015743506141	0.0699736099748407	0.121229593665339
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	-0.203528880095109
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.211135528772138	0.211135528772138	0.211135528772138
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.309191915299743	-0.309191915299743	-0.309191915299743
0	0	0
0	0	0
0	0	0
-0.268391687050462	-0.268391687050462	-0.268391687050462
0	0	0
0	0	0
0	0	0
0	0	0
0.29119158454705	0.29119158454705	0.29119158454705
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.394802350201644	-0.394802350201644	-0.394802350201644
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.214122096146457	-0.214122096146457	-0.214122096146457
0	0	0
0	0	0
0	0.163836384698516	0.164222975214943
0	0	0.158321765251458
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.395172414160334	0.395172414160334	0.395172414160334
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.213265771442093	-0.213265771442093	-0.213265771442093
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.256902983342297	-0.398875132441754	-0.480791830993258
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	-0.150568040111102	-0.22955554262735
0.372162050148472	0.372162050148472	0.372162050148472
0	0	0
0	0	0
0	0	0
-0.183509530848823	-0.183509530848823	-0.183509530848823
0	0	0
0.26238031371031	0.26238031371031	0.26238031371031
0	0	0
0	0	0
0	0	0
0	0	0
-0.161335952277295	-0.161335952277295	-0.161335952277295
0	0	0
0.21521460772492	0.21521460772492	0.21521460772492
0	0	0
0.279990849155001	0.279990849155001	0.279990849155001
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.249695752072148	0.249695752072148	0.249695752072148
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.269201725278981	-0.269201725278981	-0.269201725278981
0	0	0
0	0	0
0	0	0
0	0	0
-0.103194478526711	-0.103194478526711	-0.103194478526711
0.338035011105239	0.338035011105239	0.338035011105239
-0.199262906447984	-0.199262906447984	-0.199262906447984
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	-0.158718294533901
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	-0.119628114346415	-0.160501571791247
0	0	0
-0.18218308929354	-0.18218308929354	-0.18218308929354
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.397977650933899	-0.397977650933899	-0.397977650933899
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.330255720182322	-0.330255720182322	-0.330255720182322
0	0	0
0	0	0
0	0	0
-0.342778745573014	-0.342778745573014	-0.342778745573014
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.290067247441039	0.290067247441039	0.0990253558615223
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.380517555004917	0.380517555004917	0.380517555004917
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.387403475726023	0.387403475726023	0.387403475726023
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.330922255059704	0.330922255059704	0.330922255059704
0	0	0
-0.190555782848969	-0.190555782848969	-0.190555782848969
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.14674553591758	-0.14674553591758	-0.14674553591758
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.272461165580899	0.272461165580899	0.272461165580899
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.109433139045723	-0.109433139045723	-0.109433139045723
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.168681540410034	-0.168681540410034	-0.168681540410034
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.358846781030297	0.358846781030297	0.115466978074983
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.217623499641195	0.217623499641195	0.217623499641195
-0.14716704338789	-0.14716704338789	-0.14716704338789
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	-0.172016044089105	-0.201312896749005
0	0	0
-0.394042283762246	-0.394042283762246	-0.394042283762246
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.328538579121232	-0.328538579121232	-0.328538579121232
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.261894821096212	0.261894821096212	0.261894821096212
-0.376467639906332	-0.534220615617232	-0.554729752917774
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.27316325684078	-0.27316325684078	-0.27316325684078
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.225017085205764	0.225017085205764	0.225017085205764
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.252116951625794	-0.252116951625794	-0.252116951625794
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.131933740293607	0.131933740293607	0.131933740293607
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.351963983895257	0.351963983895257	0.351963983895257
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.189183774753474	0.189183774753474	0.189183774753474
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.212066360213794	-0.212066360213794	-0.212066360213794
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.209672611951828	-0.377655971987406	-0.395324833178893
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0.183831837703474
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.376651050685905	0.376651050685905	0.376651050685905
0	0	-0.165635426249355
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0.126315203297418	0.164941725018434
-0.307916739908978	-0.307916739908978	-0.307916739908978
0	0	0
0	0	0
-0.282495186151937	-0.282495186151937	-0.282495186151937
-0.204359899298288	-0.204359899298288	-0.204359899298288
0	0	0
0.382352786813863	0.382352786813863	0.382352786813863
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.393091204995289	0.393091204995289	0.393091204995289
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.381417957483791	0.536448633152759	0.627336353203282
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.397574186627753	0.397574186627753	0.397574186627753
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.109361080033705	-0.109361080033705	-0.109361080033705
-0.167553366557695	-0.167553366557695	-0.167553366557695
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.207328393962234	0.207328393962234	0.207328393962234
0	0	0
0	0	-0.160802722582594
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.241125711984932	-0.241125711984932	-0.241125711984932
0	0	0
-0.285610202280805	-0.159563978551887	-0.0582065109862015
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	-0.212955748615786
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.166649138578214	-0.166649138578214	-0.166649138578214
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.376417852798477	-0.376417852798477	-0.376417852798477
-0.110035253339447	-0.110035253339447	-0.110035253339447
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0.196853198506869
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.140599880297668	-0.140599880297668	-0.140599880297668
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.276124290144071	0.276124290144071	0.276124290144071
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.379367978521623	0.379367978521623	0.379367978521623
0	0	0
0.271730293380097	0.271730293380097	0.271730293380097
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.208209697017446	-0.208209697017446	-0.208209697017446
0	0	0
0	0	0
0	0	0
0.140934063284658	0.140934063284658	0.140934063284658
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.334786267927848	0.334786267927848	0.334786267927848
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.150563248828985	0.150563248828985	0.150563248828985
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.194676002766937	0.194676002766937	0.194676002766937
0	0	0
0	0	0
0	0	0
0	0	0
0	-0.122914751095232	-0.244338750001043
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.329993046633899	-0.329993046633899	-0.329993046633899
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.330260829930194	0.330260829930194	0.330260829930194
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.28465243447572	0.28465243447572	0.28465243447572
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.261285853548907	-0.261285853548907	-0.261285853548907
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.329463010840118	0.329463010840118	0.329463010840118
0	0	0
0	0	0
-0.123576879664324	-0.123576879664324	-0.123576879664324
-0.216600343072787	-0.216600343072787	-0.216600343072787
-0.399285104335286	-0.399285104335286	-0.205232001584955
0	0	0
0.115004024165683	0.115004024165683	0.115004024165683
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	-0.159713424299844	-0.152717886678875
0	0	0
0	0	0
0	0	0
0.372629907936789	0.372629907936789	0.372629907936789
0	0	0
0	0	0
0	0	0
0	0	0
-0.174409243045375	-0.174409243045375	-0.000585120799951239
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.185178307350725	-0.185178307350725	-0.185178307350725
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.216885449108668	0.216885449108668	0.216885449108668
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.394254400394857	-0.394254400394857	-0.394254400394857
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.253832603082992	-0.253832603082992	-0.253832603082992
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.15634731312748	0.15634731312748	0.15634731312748
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.31137701976113	0.31137701976113	0.31137701976113
0	0	0
0	0	0
0	0	0
-0.363473844574764	-0.363473844574764	-0.363473844574764
0	0	0
0	0	0
0	0	0
0	0.180128845508443	0.217481499584392
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.299744530790485	-0.299744530790485	-0.299744530790485
0	0	0
0	0	0
0.216695466008969	0.216695466008969	0.216695466008969
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.123341356217861	0.123341356217861	0.123341356217861
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.255641474365257	-0.427805406833068	-0.50137061716523
0	0	0
-0.335382062196732	-0.335382062196732	-0.335382062196732
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.389657148136757	0.389657148136757	0.389657148136757
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.18701839807909	-0.18701839807909	-0.18701839807909
0	0	0
0	0	0
0	0	0
0	0	0
-0.252099476405419	-0.252099476405419	-0.252099476405419
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.384912169724703	-0.384912169724703	-0.384912169724703
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.155107230809517	-0.276473168755183	-0.349150858353823
0	0	0
0	0	0
0	0	0
0	0	0
0.183270723861642	0.183270723861642	0.183270723861642
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.159021927788854	0.274260809033876	0.341165651148185
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.394089712621644	-0.394089712621644	-0.394089712621644
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.243097441759892	0.243097441759892	0.243097441759892
-0.350363475340419	-0.350363475340419	-0.350363475340419
0	0	0
0.178321350435726	0.178321350435726	0.178321350435726
-0.233872360200621	-0.233872360200621	-0.233872360200621
0	0	0
0	0	0
0	0	0
0	0	0
0.159379867743701	0.159379867743701	0.159379867743701
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.300555905723013	0.300555905723013	0.300555905723013
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.184195080003701	0.184195080003701	0.184195080003701
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.25110465940088	0.25110465940088	0.25110465940088
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
-0.288068454805762	-0.288068454805762	-0.288068454805762
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.314376149582677	0.314376149582677	0.314376149582677
0	0	0
0	0.125149907218292	0.185826936061494
0	0	0
0	0	0
-0.198852803115733	-0.198852803115733	-0.198852803115733
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.283992738043889	0.283992738043889	0.283992738043889
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.1728054611478	0.1728054611478	0.1728054611478
0	0	0
0	0	0
0	0	0
0	0	0
0.194449912174605	0.194449912174605	0.194449912174605
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0.223711737757549	0.223711737757549	0.223711737757549
0	0	0
0	0	0
0	0	0
0	0	0
